District in Greater Cairo where you live,Which day of the week (phase I) are you filling the information for?,"How many HOURS did you spend at HOME/DORM today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at HOME/DORM (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at HOME/DORM (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption for Washing Dishes by hand during the time you spent at HOME/DORM (7.57 liters per min). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at HOME/DORM (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption during Watering Plants during the time you spent at HOME/DORM (can vary widely but try to estimate the average amount of time water is poured).
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at HOME/DORM (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","How many HOURS did you spend at UNIVERSITY today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at THE UNIVERSITY (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at the UNIVERSITY (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at the UNIVERSITY (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at the UNIVERSITY (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","Can you tell us about the type of OTHER PLACES you are filling the information for (restaurent? club? hanging around?, etc.)","How many HOURS did you spend at OTHER PLACES today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at OTHER PLACES (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at OTHER PLACES (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at OTHER PLACES (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at OTHER PLACES (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","Water consumption for Washing Dishes in a Dish Washing Machine at HOME/DORM (15 liters per load/cycle). 
Please insert your answer in real numbers","Water consumption for Washing Dishes in a Dish Washing Machine at OTHER PLACES (15 liters per load/cycle). 
Please insert your answer in real numbers","Water consumption for Washing Dishes by hand during the time you spent at OTHER PLACES (7.57 liters per min). 
Please insert your answer in real numbers"
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",14,78.991,68.1,114.8369,8.0514,0,2.3,6,0,0,0,0.5,restaurant,2,0,1.89,11.35,0.46,30,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",15,141.9,22.7,0,0,0,1.8,9,0,11.35,11.34,0.2,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",10,189.2,11.35,0,0,0,1.2,14,0,11.35,18.9,0.8,0,0,0,0,0,0,0,0,0
"Al-Ahrām , الأهرام","Wednesday, October 25th 2023",15,94.6,56.75,0,3.78,0,2,8,0,11.35,2.52,1.6,N/A,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",12,151.36,11.35,0,0,0,0,12,0,11.35,18.9,0.6,0,0,0,0,0,0,0,0,0
"Al-Ahrām , الأهرام","Thursday, October 26th 2023",10,94.6,22.7,0,3.78,0,1.3,7,0,11.35,3.78,2,Hanging around in compound’s park/ banzena ,5,0,2,22.7,1.7,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",13.3,134.9469,34.05,8.1756,0,17.78,2.4,5.2,0,11.35,1.7766,1.05,0,0,0,0,0,0,0,0,0
"Al-Ahrām , الأهرام","Tuesday, October 24th 2023",15.5,94.6,22.7,0,3.78,0,1.5,5,0,11.35,1.89,700,N/A,0,0,0,0,0,0,0,0
"Al-Ahrām , الأهرام","Sunday, October 22nd 2023",11,75.68,45.4,0,9.45,0,1.7,11,37.84,34.05,11.38,3,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",15.3,88.6402,56.75,41.1051,15.4224,0,2.12,4.27,0,0,4.536,0.6,mall,3,0,0.567,0,0.23,30,0,0
"Al-Ahrām , الأهرام","Monday, October 23rd 2023",9,85.14,11.35,0,2.52,0,1.2,12,0,34.05,7.56,1.4,Restaurant ,2.5,0,2.52,11.35,0.5,0,0,0
"Ash-Shurūq , الشروق","Thursday, October 26th 2023",9,47.3,34.05,53.99,15.12,0,0.6,13,0,56.75,22.68,1.2,restaurant,3,0,11.34,11.35,0.6,15,0,0
AUC Dorm,"Sunday, October 22nd 2023",13.5,94.13,18,127.071,127.07,0,1.08,4,0,0,0,0,none,0,0,0,0,0,0,0,0
"Ash-Shurūq , الشروق","Monday, October 23rd 2023",14,189.2,56.75,0,26.46,37.8,3,1.5,0,11.35,7.56,0.6,restaurant ,2.5,0,11.34,11.35,0.46,0,0,0
AUC Dorm,"Monday, October 23rd 2023",7,135.28,11.35,0,5.103,0,0,7.5,0,0,1.6,0.52,none,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",13,141.9,113.5,0,0,0,3,9,0,56.75,0,3,0,0,0,0,0,0,0,0,0
AUC Dorm,"Tuesday, October 24th 2023",10.5,66.22,22.7,0,9.2,0,0.6,7,0,11.35,2.079,0,none,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",10,141.9,45.4,0,0,0,6,12,0,33,0,6,nothing,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",16,141.9,68.1,0,37.8,0,4.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AUC Dorm,"Wednesday, October 25th 2023",17,277.02,22.7,20.97,31.06,0,1.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",15,135,113.5,0,46,0,9,7,0,45.5,15.12,2.4,0,0,0,0,0,0,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Sunday, October 22nd 2023",5,78.518,34.05,0,8.0514,0,0.6,7,0,11.35,1.89,0.46,.,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",12,189.2,34.05,0,18.9,0,3.6,11,0,68.1,30.24,5.4,0,0,0,0,0,0,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Monday, October 23rd 2023",9,184.47,34.05,0,9.45,0,0.9,5,0,22.7,4.725,0.6,.,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",19.5,141.9,22.7,0,8.51,0,2,4,0,11.35,3.02,0.9,0,0,0,0,0,0,15,0,0
AUC Dorm,"Tuesday, October 24th 2023",20,0,68.1,0,283.5,0,1.2,3,0,0,0,0,Mall,1,0,0,0,0.6,0,0,0
AUC Dorm,"Thursday, October 26th 2023",10.5,95.86,22.7,0,36.72,0,0,7.5,0,0,2.33,0,0,0,0,0,0,0,0,0,0
AUC Dorm,"Wednesday, October 25th 2023",15,66.22,40.86,85.5,3.96,0,1.8,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AUC Dorm,"Thursday, October 26th 2023",16.5,0,34.05,90.84,4.4,0,1.2,7.5,0,0,0,0.6,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",15.75,47.3,22.7,6.31,10.4,0,3,6.75,0,11.35,4.35,2,Gym,1.5,0,2.52,0,2,15,0,0
"Al-Ma'ādī [Maadi] , المعادي","Tuesday, October 24th 2023",11,129.602,45.4,0,4.75,0,0.92,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AUC Dorm,"Sunday, October 22nd 2023",15,202.917,40.86,75.7,4.55,0,0.6,8.5,0,0,0,0.6,0,0,0,0,0,0,0,0,0
AUC Dorm,"Monday, October 23rd 2023",12.5,179.74,20.43,18.168,2.26,0,0.6,5,0,0,0,0,Aunt house,6.5,0,1.13,6.81,1,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Wednesday, October 25th 2023",8,70.004,22.7,0,21.168,0,0.46,5,0,11.35,3.024,0.6,café,2,0,1.512,11.35,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",17.5,104.06,34.05,1.89,5.61,0,1.5,0,0,0,0,0,Course,6.5,0,1.64,11.35,2,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Thursday, October 26th 2023",4,79.464,22.7,0,4.914,0,0.23,5,0,11.35,2.457,0,restaurant,3,0,3.1374,11.35,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",7,104.06,22.7,0,15.12,0,0,9,0,0,0,0.6,I didn’t go annanother place ,0,0,0,0,0,0,0,0
"Al-Jīzah [Giza] , الجيزة","Monday, October 23rd 2023",14,283.8,56.75,151.4,22.68,0,2.4,7,0,34.05,7.56,1.2,restaurant ,3,0,15.12,22.7,1.2,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",15,0,34.05,4.04,9,0,2,9,0,34.05,8.46,1.2,0,0,0,0,0,0,15,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Sunday, October 22nd 2023",3,113.52,22.7,37.85,18.9,0,3,7,0,34.05,15.12,1,gym,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",15,206.76,22.7,4.67,7.25,0,2,7.5,0,22.7,4.23,1.8,Gym,1.5,0,1.24,11.35,2,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",6,75.68,11.35,0,18.5,0,0.23,3,0,0,0,0,My grandmother’s house,4,0,11.34,11.35,0.23,0,0,0
"Madīnat Sittah Uktūbar [6th of October City] , 6 أكتوبر","Wednesday, October 25th 2023",16,189.2,22.7,0,11.34,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Al-Mūskī , الموسكي","Sunday, October 22nd 2023",4,236.5,22.7,0,15.12,0,0.6,5,0,45.4,30.24,1,Club,3,0,22.68,22.7,1,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 23rd 2023",4,141.5,34.05,0,18.9,0,0.6,8,0,56.75,22.68,3,gym,2,56.76,3.78,0,1,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",9,66.22,34.05,0,15.12,0,1.2,4,0,0,0,0,I didn’t go to any other place today,0,0,0,0,0,0,0,0
"Madīnat Sittah Uktūbar [6th of October City] , 6 أكتوبر","Tuesday, October 24th 2023",5,161,22.7,0,11.34,0,0.46,15,0,0,3.78,0.6,0,0,0,0,0,0,0,0,0
"Madīnat Sittah Uktūbar [6th of October City] , 6 أكتوبر","Monday, October 23rd 2023",6,132.5,22.7,0,5.67,0,0.69,12,0,11.35,17,0.6,0,0,0,0,0,0,0,0,0
"Al-Mūskī , الموسكي","Monday, October 23rd 2023",3.2,189.2,34.05,0,11.34,0,1.2,8,0,45.4,15.12,0.6,club,1,0,3.78,0,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",7,66.22,22.7,0,18.9,0,0.6,4,0,0,7.56,0,Restaurant ,4,0,0,0,0.23,0,0,0
"Madīnat Sittah Uktūbar [6th of October City] , 6 أكتوبر","Sunday, October 22nd 2023",4,113.42,22.7,0,34.02,0,2.53,13,0,11.35,18.9,1.2,0,0,0,0,0,0,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 24th 2023",5,94.6,34.05,0,22.68,0,1.8,7,0,34.05,18.9,1.8,0,0,0,0,0,0,0,0,0
"Al-Jīzah [Giza] , الجيزة","Tuesday, October 24th 2023",12,141.9,34.05,227.1,37.8,0,1.8,4,0,22.7,7.56,0.6, Gym ,2,141.9,7.56,22.7,1.2,0,0,0
"Al-Mūskī , الموسكي","Tuesday, October 24th 2023",6,283.8,56.75,0,22.68,0,1.5,2,0,0,0,0.6,club,3,0,3.78,11.35,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",9,66.22,22.7,0,15.6492,0,0.2,12,0,0,3.78,1,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",9.5,56.76,22.7,0,13.23,0,0,14.5,0,22.7,7.56,0.4,0,0,0,0,0,0,0,0,0
"Al-Mūskī , الموسكي","Wednesday, October 25th 2023",4,208.12,22.7,0,1.512,0,1,6,0,34.05,3.78,1.2,Club,2,0,3.78,0,0.3,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",12.75,208.12,34.05,0,3.024,0,0.5,13.5,0,22.7,2.646,0.6,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",9.5,217.58,22.7,0,15.498,0,0,12,0,34.05,3.78,0.6,0,0,0,0,0,0,0,0,0
"Al-Jīzah [Giza] , الجيزة","Wednesday, October 25th 2023",10,113.52,34.05,189.25,11.34,0,1.2,12,0,34.05,15.12,1.8,Gym,1.5,94.6,7.56,22.7,1.2,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, October 25th 2023",2,113.52,11.35,0,7.56,0,0.46,8,0,34.05,18.9,3,gym,2,141.9,3.78,0,1,0,0,0
"Al-Mūskī , الموسكي","Thursday, October 26th 2023",2,264.88,22.7,0,1.512,0,0,10,0,11.35,1.125,1.5,Restaurant/Hanging Around ,4,0,5.292,22.7,1.2,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Thursday, October 26th 2023",2,189.2,11.35,0,3.78,0,0.6,12,0,45.4,18.9,2.4,0,0,0,0,0,0,0,0,0
"Al-'Umrāniyah , العمرانية","Sunday, October 22nd 2023",7,142,34,53,19,0,2.2,7,0,0,4,0.6,club,3,0,3,12,0.8,15,0,0
"Al-Jīzah [Giza] , الجيزة","Thursday, October 26th 2023",14,255.42,34.05,227.1,37.8,0,1.8,8,0,34.05,11.34,1.2,cafe ,4,0,15.12,22.7,1.2,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",17,340.56,56.75,0,41.58,0,0.69,6,0,11.35,1.26,0,N/A,0,0,0,0,0,15,0,0
"Al-'Umrāniyah , العمرانية","Monday, October 23rd 2023",10,140,30,44,7,0,2.5,4.5,0,0,0,0.6,none,0,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",9,0,45.4,0,22.68,0,0.92,5,0,11.35,3.78,0,N/A,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",10,274.34,45.4,22.71,41.58,0,0.46,4,3,0,0,0,Mall,1,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",10,0,68.1,0,49.14,0,1.15,8,0,0,0,0,N/A,0,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Al-Jīzah [Giza] , الجيزة","Sunday, October 22nd 2023",12,113.52,45.4,227.1,7.56,0,1.15,6,189.2,80,11.34,0.6,Public Space ,0.75,0,5.67,34.05,0.46,0,0,0
"Al-'Umrāniyah , العمرانية","Tuesday, October 24th 2023",12,190,34,15,12,0,3,2,0,0,0,0,club,2,0,4,11,1.2,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",21,113.52,56.75,68.13,15.12,0,1.8,3,0,0,0,0.6,none,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",17,0,45.4,60.56,15.12,0,3,7,0,0,0,0.6,none,0,0,0,0,0,0,0,0
"Al-'Umrāniyah , العمرانية","Wednesday, October 25th 2023",7,115,23,4,12,0,2,7,0,0,0,0.6,none,0,0,0,0,0,15,0,0
"Al-'Umrāniyah , العمرانية","Thursday, October 26th 2023",6,94,22,8,10,0,2,9,0,11,5,0.6,club,1.5,0,4,11,0.6,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",3.5,80.58,11.35,0,20.79,0,0.69,8.5,0,11.35,15.12,1.8,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",1.5,56.76,11.35,0,18.9,0,0.23,12,0,22.7,11.34,1.5,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",4,94.6,22.7,0,10,0,1,5,0,22.7,8,0.6,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",11,141.9,22.7,0,7.56,0,1.8,13,0,11.35,7.56,1.2,N/A,0,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",6,94.6,34,0,5,0,1,4,0,22.7,10,0.6,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",10,120,40,0,30,0,2,3,0,11.35,9,1.2,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",5,104.06,34.05,0,13.23,0,1.2,1,0,0,0,0,wedding/ hotel,5,0,9.45,11.35,0.46,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",14,141.9,22.7,0,15.12,0,3,10,0,11.35,7.56,1.2,N/A,0,0,0,9,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",4,946,11.35,0,7.56,0,1.8,10,0,22.7,7.56,1.2,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",13,141.9,22.7,0,11.34,0,3,9,0,0,3.78,1.2,cafe,2,0,0,0,0.46,15,0,0
"Ash-Shurūq , الشروق","Tuesday, October 24th 2023",8,20,55,0,11,0,2.4,6,0,11.35,3.78,0.6,0,0,0,0,0,0,0,0,0
"Al-'Ajūzah , العجوزة","Sunday, October 22nd 2023",14,170.28,90.8,0,11.34,0,4.5,5,0,0,3.78,1,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",10,0,45.4,0,3.78,0,1.38,3,0,11.35,3.78,0.6,restaurant ,2,0,0,0,0.46,0,0,0
"Az-Zamālik [Zamalek] , الزمالك","Sunday, October 22nd 2023",13,444,45,0,11,0,2,7,0,34,15,1,cafe,1,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",7,283.8,34.05,0,7.56,0,1.15,9,0,34.05,11.34,1.2,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",7,264.88,56.75,0,11.34,0,1.15,6,0,22.7,3.78,0.83,0,0,0,0,0,0,0,0,0
"Az-Zamālik [Zamalek] , الزمالك","Monday, October 23rd 2023",16,454.08,22.7,0,7.308,0,3,3,0,11.35,1.638,0.6,spotting,3,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",6,236.5,22.7,0,7.56,0,1.15,8,0,34.05,7.56,1.2,0,0,0,0,0,0,0,0,0
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Wednesday, October 25th 2023",3,94.6,45.4,0,2.52,0,1.2,7,0,11.35,0.63,1.2,Friends home,3,0,0,0,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",5,198.66,11.35,0,3.78,0,0.46,4,0,22.7,7.56,0.83,restaurant ,3,0,3.78,11.35,0.46,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",7,113.52,45.4,75.7,22.68,86,1.5,6,0,22.7,18.9,0.6,Club,2,85.14,41.58,22.7,0,30,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",5,141.9,22.7,113.55,22.68,92,0.92,5.5,0,11.35,11.34,0.3,Restaurant,1,0,7.56,0,0,45,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",9,170.28,22.7,68.13,84,59,1.2,0,0,0,0,0,N/A,0,0,0,0,0,45,0,0
"Al-'Ajūzah , العجوزة","Monday, October 23rd 2023",22,208.12,113.5,0,18.9,0,4.5,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"Al-'Ajūzah , العجوزة","Tuesday, October 24th 2023",22,141.9,102.15,0,18.9,0,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",6,94.6,22.7,7.57,18.9,0,2.4,3,0,0,3.78,1.8,club,0,0,0,0,0,0,0,0
"Al-'Ajūzah , العجوزة","Wednesday, October 25th 2023",19,179.74,79.45,0,15.12,0,4.5,5,0,22.7,7.56,0.5,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",8,99.33,11.35,7.57,15.2,0,1.8,2,0,0,0,1.2,club,2,0,0,0,1.8,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",6,94.6,11.35,0,3.78,0,1.2,5,0,11.35,3.78,1.2,club,2,0,0,0,1.8,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",6,189.2,11.35,0,3.78,0,1.8,6,0,0,3.78,2.4,club,2,0,0,0,1.8,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",11,165.55,22.7,0,6.615,0,1,10,0,34.05,7.56,0.6,Mall,3,0,1.89,11.35,0,0,0,0
"Ash-Shurūq , الشروق","Thursday, October 26th 2023",12,63.38,11.35,0,20.79,0,0.92,8,0,0,4.54,0,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",8,245.96,34.05,60.56,11.34,63,1.2,6,0,11.35,7.56,0.6,N/A,0,0,0,0,0,60,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",11,302.72,45.4,0,22.68,0,1.8,9,0,11.35,3.78,0,Restaurant ,4,0,7.56,11.35,0.6,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",6,0,11.35,0,7.56,0,0.23,10,0,11.35,7.56,0.6,Bar/restaurant & ahwa ,8,0,18.9,22.7,2,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",12,236.5,45.4,0,15.12,0,3,8,0,11.35,3.78,0.4,Relative’s house,4,0,1.89,0,0.23,0,0,0
"Al-'Ajūzah , العجوزة","Thursday, October 26th 2023",24,236.5,113.5,0,18.9,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",5,132.44,11.35,83.27,11.34,49,0.8,4,0,11.35,7.56,0.6,N/A,0,0,0,0,0,30,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",18,61.49,45.4,7.57,6.27,0,1.43,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Sunday, October 22nd 2023",5,50,34,75.7,17,0,2,6,0,11.35,10,1.5,Cafe,3,0,3.78,0,1,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",18,127.71,79.45,0,8.01,0,3,4,0,22.7,2.83,1.2,I didn’t,0,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 22nd 2023",6,0,56.75,0,1.26,0,1.5,6,0,11.35,0.63,0.2,I don’t use water outside,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, October 25th 2023",24,66.22,45.4,105.98,13.419,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Monday, October 23rd 2023",6,30,23,0,7,0,2,6,0,11.35,3.78,0.6,I didn't go anywhere that day ,0,0,0,0,0,0,0,0
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, October 25th 2023",18,331,45.4,0,45.36,0,3,6,56,11.35,15.12,1.2,0,0,0,0,0,0,15,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 24th 2023",7,94.5,22.7,0,15.12,2.4,1.2,11,0,45.4,34.05,1.8,0,0,0,0,0,0,0,0,0
"Al-Ma'ādī [Maadi] , المعادي","Tuesday, October 24th 2023",12,94.6,33.35,40,10,0,2,3,0,0,3.78,0.6,I didn't go anywhere that day,0,0,0,0,0,0,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, October 26th 2023",19,105.9,45.4,0,5.67,0,3,5,0,11.35,3.024,0,Nothing,0,0,0,0,0,30,0,0
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 23rd 2023",3,132.44,22.7,0,1.89,0,2,7,0,0,0,0.5,-,0,0,0,0,0,0,0,0
